"","id","medium","headline","date"
"518",111552209,"Speeches","Barack Obama",2011-01-25
"519",111552210,"Speeches","Barack Obama",2011-01-25
"520",111552211,"Speeches","Barack Obama",2011-01-25
"521",111552212,"Speeches","Barack Obama",2011-01-25
"522",111552213,"Speeches","Barack Obama",2011-01-25
"523",111552214,"Speeches","Barack Obama",2011-01-25
"524",111552215,"Speeches","Barack Obama",2011-01-25
"525",111552216,"Speeches","Barack Obama",2011-01-25
"526",111552217,"Speeches","Barack Obama",2011-01-25
"527",111552218,"Speeches","Barack Obama",2011-01-25
"528",111552219,"Speeches","Barack Obama",2011-01-25
"529",111552220,"Speeches","Barack Obama",2011-01-25
"530",111552221,"Speeches","Barack Obama",2011-01-25
"531",111552222,"Speeches","Barack Obama",2011-01-25
"532",111552223,"Speeches","Barack Obama",2011-01-25
"533",111552224,"Speeches","Barack Obama",2011-01-25
"534",111552225,"Speeches","Barack Obama",2011-01-25
"535",111552226,"Speeches","Barack Obama",2011-01-25
"536",111552227,"Speeches","Barack Obama",2011-01-25
"537",111552228,"Speeches","Barack Obama",2011-01-25
"538",111552229,"Speeches","Barack Obama",2011-01-25
"539",111552230,"Speeches","Barack Obama",2011-01-25
"540",111552231,"Speeches","Barack Obama",2011-01-25
"541",111552232,"Speeches","Barack Obama",2011-01-25
"542",111552233,"Speeches","Barack Obama",2012-01-24
"543",111552234,"Speeches","Barack Obama",2012-01-24
"544",111552235,"Speeches","Barack Obama",2012-01-24
"545",111552236,"Speeches","Barack Obama",2012-01-24
"546",111552237,"Speeches","Barack Obama",2012-01-24
"547",111552238,"Speeches","Barack Obama",2012-01-24
"548",111552239,"Speeches","Barack Obama",2012-01-24
"549",111552240,"Speeches","Barack Obama",2012-01-24
"550",111552241,"Speeches","Barack Obama",2012-01-24
"551",111552242,"Speeches","Barack Obama",2012-01-24
"552",111552243,"Speeches","Barack Obama",2012-01-24
"553",111552244,"Speeches","Barack Obama",2012-01-24
"554",111552245,"Speeches","Barack Obama",2012-01-24
"555",111552246,"Speeches","Barack Obama",2012-01-24
"556",111552247,"Speeches","Barack Obama",2012-01-24
"557",111552248,"Speeches","Barack Obama",2012-01-24
"558",111552249,"Speeches","Barack Obama",2012-01-24
"559",111552250,"Speeches","Barack Obama",2012-01-24
"560",111552251,"Speeches","Barack Obama",2012-01-24
"561",111552252,"Speeches","Barack Obama",2012-01-24
"562",111552253,"Speeches","Barack Obama",2012-01-24
"563",111552254,"Speeches","Barack Obama",2012-01-24
"564",111552255,"Speeches","Barack Obama",2012-01-24
"565",111552256,"Speeches","Barack Obama",2012-01-24
"566",111552257,"Speeches","Barack Obama",2012-01-24
"567",111552258,"Speeches","Barack Obama",2012-01-24
"568",111552259,"Speeches","Barack Obama",2012-01-24
"569",111552260,"Speeches","Barack Obama",2012-01-24
"570",111552261,"Speeches","Barack Obama",2012-01-24
"571",111552262,"Speeches","Barack Obama",2012-01-24
"572",111552263,"Speeches","Barack Obama",2012-01-24
"573",111552264,"Speeches","Barack Obama",2012-01-24
"574",111552265,"Speeches","Barack Obama",2012-01-24
"575",111552266,"Speeches","Barack Obama",2012-01-24
"576",111552267,"Speeches","Barack Obama",2012-01-24
"577",111552268,"Speeches","Barack Obama",2012-01-24
"578",111552269,"Speeches","Barack Obama",2012-01-24
"579",111552270,"Speeches","Barack Obama",2012-01-24
"580",111552271,"Speeches","Barack Obama",2012-01-24
"581",111552272,"Speeches","Barack Obama",2012-01-24
"582",111552273,"Speeches","Barack Obama",2012-01-24
"583",111552274,"Speeches","Barack Obama",2012-01-24
"584",111552275,"Speeches","Barack Obama",2012-01-24
"585",111552276,"Speeches","Barack Obama",2012-01-24
"586",111552277,"Speeches","Barack Obama",2012-01-24
"587",111552278,"Speeches","Barack Obama",2012-01-24
"588",111552279,"Speeches","Barack Obama",2012-01-24
"589",111552280,"Speeches","Barack Obama",2012-01-24
"590",111552281,"Speeches","Barack Obama",2012-01-24
"591",111552282,"Speeches","Barack Obama",2012-01-24
"592",111552283,"Speeches","Barack Obama",2012-01-24
"593",111552284,"Speeches","Barack Obama",2012-01-24
"594",111552285,"Speeches","Barack Obama",2012-01-24
"595",111552286,"Speeches","Barack Obama",2012-01-24
"596",111552287,"Speeches","Barack Obama",2012-01-24
"597",111552288,"Speeches","Barack Obama",2012-01-24
"598",111552289,"Speeches","Barack Obama",2012-01-24
"599",111552290,"Speeches","Barack Obama",2012-01-24
"600",111552291,"Speeches","Barack Obama",2012-01-24
"601",111552292,"Speeches","Barack Obama",2012-01-24
"602",111552293,"Speeches","Barack Obama",2012-01-24
"603",111552294,"Speeches","Barack Obama",2012-01-24
"604",111552295,"Speeches","Barack Obama",2012-01-24
"605",111552296,"Speeches","Barack Obama",2012-01-24
"606",111552297,"Speeches","Barack Obama",2012-01-24
"607",111552298,"Speeches","Barack Obama",2012-01-24
"608",111552299,"Speeches","Barack Obama",2012-01-24
"609",111552300,"Speeches","Barack Obama",2012-01-24
"610",111552301,"Speeches","Barack Obama",2012-01-24
"611",111552302,"Speeches","Barack Obama",2012-01-24
"612",111552303,"Speeches","Barack Obama",2012-01-24
"613",111552304,"Speeches","Barack Obama",2012-01-24
"614",111552305,"Speeches","Barack Obama",2012-01-24
"615",111552306,"Speeches","Barack Obama",2012-01-24
"616",111552307,"Speeches","Barack Obama",2012-01-24
"617",111552308,"Speeches","Barack Obama",2012-01-24
"618",111552309,"Speeches","Barack Obama",2012-01-24
"619",111552310,"Speeches","Barack Obama",2012-01-24
"620",111552311,"Speeches","Barack Obama",2012-01-24
"621",111552312,"Speeches","Barack Obama",2012-01-24
"622",111552313,"Speeches","Barack Obama",2012-01-24
"623",111552314,"Speeches","Barack Obama",2012-01-24
"624",111552315,"Speeches","Barack Obama",2012-01-24
"625",111552316,"Speeches","Barack Obama",2012-01-24
"626",111552317,"Speeches","Barack Obama",2012-01-24
"627",111552318,"Speeches","Barack Obama",2012-01-24
"628",111552319,"Speeches","Barack Obama",2012-01-24
"629",111552320,"Speeches","Barack Obama",2012-01-24
"630",111552321,"Speeches","Barack Obama",2012-01-24
"631",111552322,"Speeches","Barack Obama",2012-01-24
"632",111552323,"Speeches","Barack Obama",2012-01-24
"633",111552324,"Speeches","Barack Obama",2012-01-24
"634",111552325,"Speeches","Barack Obama",2012-01-24
"635",111552326,"Speeches","George W. Bush",2005-02-02
"636",111552327,"Speeches","George W. Bush",2005-02-02
"637",111552328,"Speeches","George W. Bush",2005-02-02
"638",111552329,"Speeches","George W. Bush",2005-02-02
"639",111552330,"Speeches","George W. Bush",2005-02-02
"640",111552331,"Speeches","George W. Bush",2005-02-02
"641",111552332,"Speeches","George W. Bush",2005-02-02
"642",111552333,"Speeches","George W. Bush",2005-02-02
"643",111552334,"Speeches","George W. Bush",2005-02-02
"644",111552335,"Speeches","George W. Bush",2005-02-02
"645",111552336,"Speeches","George W. Bush",2005-02-02
"646",111552337,"Speeches","George W. Bush",2005-02-02
"647",111552338,"Speeches","George W. Bush",2005-02-02
"648",111552339,"Speeches","George W. Bush",2005-02-02
"649",111552340,"Speeches","George W. Bush",2005-02-02
"650",111552341,"Speeches","George W. Bush",2005-02-02
"651",111552342,"Speeches","George W. Bush",2005-02-02
"652",111552343,"Speeches","George W. Bush",2005-02-02
"653",111552344,"Speeches","George W. Bush",2005-02-02
"654",111552345,"Speeches","George W. Bush",2005-02-02
"655",111552346,"Speeches","George W. Bush",2005-02-02
"656",111552347,"Speeches","George W. Bush",2005-02-02
"657",111552348,"Speeches","George W. Bush",2005-02-02
"658",111552349,"Speeches","George W. Bush",2005-02-02
"659",111552350,"Speeches","George W. Bush",2005-02-02
"660",111552351,"Speeches","George W. Bush",2005-02-02
"661",111552352,"Speeches","George W. Bush",2005-02-02
"662",111552353,"Speeches","George W. Bush",2005-02-02
"663",111552354,"Speeches","George W. Bush",2005-02-02
"664",111552355,"Speeches","George W. Bush",2005-02-02
"665",111552356,"Speeches","George W. Bush",2005-02-02
"666",111552357,"Speeches","George W. Bush",2005-02-02
"667",111552358,"Speeches","George W. Bush",2005-02-02
"668",111552359,"Speeches","George W. Bush",2005-02-02
"669",111552360,"Speeches","George W. Bush",2005-02-02
"670",111552361,"Speeches","George W. Bush",2005-02-02
"671",111552362,"Speeches","George W. Bush",2005-02-02
"672",111552363,"Speeches","George W. Bush",2005-02-02
"673",111552364,"Speeches","George W. Bush",2005-02-02
"674",111552365,"Speeches","George W. Bush",2005-02-02
"675",111552366,"Speeches","George W. Bush",2005-02-02
"676",111552367,"Speeches","George W. Bush",2005-02-02
"677",111552368,"Speeches","George W. Bush",2005-02-02
"678",111552369,"Speeches","George W. Bush",2005-02-02
"679",111552370,"Speeches","George W. Bush",2005-02-02
"680",111552371,"Speeches","George W. Bush",2005-02-02
"681",111552372,"Speeches","George W. Bush",2005-02-02
"682",111552373,"Speeches","George W. Bush",2005-02-02
"683",111552374,"Speeches","George W. Bush",2006-01-31
"684",111552375,"Speeches","George W. Bush",2006-01-31
"685",111552376,"Speeches","George W. Bush",2006-01-31
"686",111552377,"Speeches","George W. Bush",2006-01-31
"687",111552378,"Speeches","George W. Bush",2006-01-31
"688",111552379,"Speeches","George W. Bush",2006-01-31
"689",111552380,"Speeches","George W. Bush",2006-01-31
"690",111552381,"Speeches","George W. Bush",2006-01-31
"691",111552382,"Speeches","George W. Bush",2006-01-31
"692",111552383,"Speeches","George W. Bush",2006-01-31
"693",111552384,"Speeches","George W. Bush",2006-01-31
"694",111552385,"Speeches","George W. Bush",2006-01-31
"695",111552386,"Speeches","George W. Bush",2006-01-31
"696",111552387,"Speeches","George W. Bush",2006-01-31
"697",111552388,"Speeches","George W. Bush",2006-01-31
"698",111552389,"Speeches","George W. Bush",2006-01-31
"699",111552390,"Speeches","George W. Bush",2006-01-31
"700",111552391,"Speeches","George W. Bush",2006-01-31
"701",111552392,"Speeches","George W. Bush",2006-01-31
"702",111552393,"Speeches","George W. Bush",2006-01-31
"703",111552394,"Speeches","George W. Bush",2006-01-31
"704",111552395,"Speeches","George W. Bush",2006-01-31
"705",111552396,"Speeches","George W. Bush",2006-01-31
"706",111552397,"Speeches","George W. Bush",2006-01-31
"707",111552398,"Speeches","George W. Bush",2006-01-31
"708",111552399,"Speeches","George W. Bush",2006-01-31
"709",111552400,"Speeches","George W. Bush",2006-01-31
"710",111552401,"Speeches","George W. Bush",2006-01-31
"711",111552402,"Speeches","George W. Bush",2006-01-31
"712",111552403,"Speeches","George W. Bush",2006-01-31
"713",111552404,"Speeches","George W. Bush",2006-01-31
"714",111552405,"Speeches","George W. Bush",2006-01-31
"715",111552406,"Speeches","George W. Bush",2006-01-31
"716",111552407,"Speeches","George W. Bush",2006-01-31
"717",111552408,"Speeches","George W. Bush",2006-01-31
"718",111552409,"Speeches","George W. Bush",2006-01-31
"719",111552410,"Speeches","George W. Bush",2006-01-31
"720",111552411,"Speeches","George W. Bush",2006-01-31
"721",111552412,"Speeches","George W. Bush",2006-01-31
"722",111552413,"Speeches","George W. Bush",2006-01-31
"723",111552414,"Speeches","George W. Bush",2006-01-31
"724",111552415,"Speeches","George W. Bush",2006-01-31
"725",111552416,"Speeches","George W. Bush",2006-01-31
"726",111552417,"Speeches","George W. Bush",2006-01-31
"727",111552418,"Speeches","George W. Bush",2006-01-31
"728",111552419,"Speeches","George W. Bush",2006-01-31
"729",111552420,"Speeches","George W. Bush",2006-01-31
"730",111552421,"Speeches","George W. Bush",2006-01-31
"731",111552422,"Speeches","George W. Bush",2006-01-31
"732",111552423,"Speeches","George W. Bush",2006-01-31
"733",111552424,"Speeches","George W. Bush",2006-01-31
"734",111552425,"Speeches","George W. Bush",2006-01-31
"735",111552426,"Speeches","George W. Bush",2006-01-31
"736",111552427,"Speeches","George W. Bush",2006-01-31
"737",111552428,"Speeches","George W. Bush",2006-01-31
"738",111552429,"Speeches","George W. Bush",2006-01-31
"739",111552430,"Speeches","George W. Bush",2006-01-31
"740",111552431,"Speeches","George W. Bush",2006-01-31
"741",111552432,"Speeches","George W. Bush",2006-01-31
"742",111552433,"Speeches","George W. Bush",2007-01-23
"743",111552434,"Speeches","George W. Bush",2007-01-23
"744",111552435,"Speeches","George W. Bush",2007-01-23
"745",111552436,"Speeches","George W. Bush",2007-01-23
"746",111552437,"Speeches","George W. Bush",2007-01-23
"747",111552438,"Speeches","George W. Bush",2007-01-23
"748",111552439,"Speeches","George W. Bush",2007-01-23
"749",111552440,"Speeches","George W. Bush",2007-01-23
"750",111552441,"Speeches","George W. Bush",2007-01-23
"751",111552442,"Speeches","George W. Bush",2007-01-23
"752",111552443,"Speeches","George W. Bush",2007-01-23
"753",111552444,"Speeches","George W. Bush",2007-01-23
"754",111552445,"Speeches","George W. Bush",2007-01-23
"755",111552446,"Speeches","George W. Bush",2007-01-23
"756",111552447,"Speeches","George W. Bush",2007-01-23
"757",111552448,"Speeches","George W. Bush",2007-01-23
"758",111552449,"Speeches","George W. Bush",2007-01-23
"759",111552450,"Speeches","George W. Bush",2007-01-23
"760",111552451,"Speeches","George W. Bush",2007-01-23
"761",111552452,"Speeches","George W. Bush",2007-01-23
"762",111552453,"Speeches","George W. Bush",2007-01-23
"763",111552454,"Speeches","George W. Bush",2007-01-23
"764",111552455,"Speeches","George W. Bush",2007-01-23
"765",111552456,"Speeches","George W. Bush",2007-01-23
"766",111552457,"Speeches","George W. Bush",2007-01-23
"767",111552458,"Speeches","George W. Bush",2007-01-23
"768",111552459,"Speeches","George W. Bush",2007-01-23
"769",111552460,"Speeches","George W. Bush",2007-01-23
"770",111552461,"Speeches","George W. Bush",2007-01-23
"771",111552462,"Speeches","George W. Bush",2007-01-23
"772",111552463,"Speeches","George W. Bush",2007-01-23
"773",111552464,"Speeches","George W. Bush",2007-01-23
"774",111552465,"Speeches","George W. Bush",2007-01-23
"775",111552466,"Speeches","George W. Bush",2007-01-23
"776",111552467,"Speeches","George W. Bush",2007-01-23
"777",111552468,"Speeches","George W. Bush",2007-01-23
"778",111552469,"Speeches","George W. Bush",2007-01-23
"779",111552470,"Speeches","George W. Bush",2007-01-23
"780",111552471,"Speeches","George W. Bush",2007-01-23
"781",111552472,"Speeches","George W. Bush",2007-01-23
"782",111552473,"Speeches","George W. Bush",2007-01-23
"783",111552474,"Speeches","George W. Bush",2007-01-23
"784",111552475,"Speeches","George W. Bush",2007-01-23
"785",111552476,"Speeches","George W. Bush",2007-01-23
"786",111552477,"Speeches","George W. Bush",2007-01-23
"787",111552478,"Speeches","George W. Bush",2007-01-23
"788",111552479,"Speeches","George W. Bush",2007-01-23
"789",111552480,"Speeches","George W. Bush",2007-01-23
"790",111552481,"Speeches","George W. Bush",2007-01-23
"791",111552482,"Speeches","George W. Bush",2007-01-23
"792",111552483,"Speeches","George W. Bush",2007-01-23
"793",111552484,"Speeches","George W. Bush",2008-01-28
"794",111552485,"Speeches","George W. Bush",2008-01-28
"795",111552486,"Speeches","George W. Bush",2008-01-28
"796",111552487,"Speeches","George W. Bush",2008-01-28
"797",111552488,"Speeches","George W. Bush",2008-01-28
"798",111552489,"Speeches","George W. Bush",2008-01-28
"799",111552490,"Speeches","George W. Bush",2008-01-28
"800",111552491,"Speeches","George W. Bush",2008-01-28
"801",111552492,"Speeches","George W. Bush",2008-01-28
"802",111552493,"Speeches","George W. Bush",2008-01-28
"803",111552494,"Speeches","George W. Bush",2008-01-28
"804",111552495,"Speeches","George W. Bush",2008-01-28
"805",111552496,"Speeches","George W. Bush",2008-01-28
"806",111552497,"Speeches","George W. Bush",2008-01-28
"807",111552498,"Speeches","George W. Bush",2008-01-28
"808",111552499,"Speeches","George W. Bush",2008-01-28
"809",111552500,"Speeches","George W. Bush",2008-01-28
"810",111552501,"Speeches","George W. Bush",2008-01-28
"811",111552502,"Speeches","George W. Bush",2008-01-28
"812",111552503,"Speeches","George W. Bush",2008-01-28
"813",111552504,"Speeches","George W. Bush",2008-01-28
"814",111552505,"Speeches","George W. Bush",2008-01-28
"815",111552506,"Speeches","George W. Bush",2008-01-28
"816",111552507,"Speeches","George W. Bush",2008-01-28
"817",111552508,"Speeches","George W. Bush",2008-01-28
"818",111552509,"Speeches","George W. Bush",2008-01-28
"819",111552510,"Speeches","George W. Bush",2008-01-28
"820",111552511,"Speeches","George W. Bush",2008-01-28
"821",111552512,"Speeches","George W. Bush",2008-01-28
"822",111552513,"Speeches","George W. Bush",2008-01-28
"823",111552514,"Speeches","George W. Bush",2008-01-28
"824",111552515,"Speeches","George W. Bush",2008-01-28
"825",111552516,"Speeches","George W. Bush",2008-01-28
"826",111552517,"Speeches","George W. Bush",2008-01-28
"827",111552518,"Speeches","George W. Bush",2008-01-28
"828",111552519,"Speeches","George W. Bush",2008-01-28
"829",111552520,"Speeches","George W. Bush",2008-01-28
"830",111552521,"Speeches","George W. Bush",2008-01-28
"831",111552522,"Speeches","George W. Bush",2008-01-28
"832",111552523,"Speeches","George W. Bush",2008-01-28
"833",111552524,"Speeches","George W. Bush",2008-01-28
"834",111552525,"Speeches","George W. Bush",2008-01-28
"835",111552526,"Speeches","George W. Bush",2008-01-28
"836",111552527,"Speeches","George W. Bush",2008-01-28
"837",111552528,"Speeches","George W. Bush",2008-01-28
"838",111552529,"Speeches","George W. Bush",2008-01-28
"839",111552530,"Speeches","George W. Bush",2008-01-28
"840",111552531,"Speeches","George W. Bush",2008-01-28
"841",111552532,"Speeches","George W. Bush",2008-01-28
"842",111552533,"Speeches","George W. Bush",2008-01-28
"843",111552534,"Speeches","George W. Bush",2008-01-28
"844",111552535,"Speeches","George W. Bush",2008-01-28
"845",111552536,"Speeches","George W. Bush",2008-01-28
"846",111552537,"Speeches","George W. Bush",2008-01-28
"847",111552538,"Speeches","George W. Bush",2008-01-28
"848",111552539,"Speeches","George W. Bush",2008-01-28
"849",111552540,"Speeches","George W. Bush",2008-01-28
"850",111552541,"Speeches","George W. Bush",2008-01-28
"851",111552542,"Speeches","George W. Bush",2008-01-28
"852",111552543,"Speeches","George W. Bush",2001-02-27
"853",111552544,"Speeches","George W. Bush",2001-02-27
"854",111552545,"Speeches","George W. Bush",2001-02-27
"855",111552546,"Speeches","George W. Bush",2001-02-27
"856",111552547,"Speeches","George W. Bush",2001-02-27
"857",111552548,"Speeches","George W. Bush",2001-02-27
"858",111552549,"Speeches","George W. Bush",2001-02-27
"859",111552550,"Speeches","George W. Bush",2001-02-27
"860",111552551,"Speeches","George W. Bush",2001-02-27
"861",111552552,"Speeches","George W. Bush",2001-02-27
"862",111552553,"Speeches","George W. Bush",2001-02-27
"863",111552554,"Speeches","George W. Bush",2001-02-27
"864",111552555,"Speeches","George W. Bush",2001-02-27
"865",111552556,"Speeches","George W. Bush",2001-02-27
"866",111552557,"Speeches","George W. Bush",2001-02-27
"867",111552558,"Speeches","George W. Bush",2001-02-27
"868",111552559,"Speeches","George W. Bush",2001-02-27
"869",111552560,"Speeches","George W. Bush",2001-02-27
"870",111552561,"Speeches","George W. Bush",2001-02-27
"871",111552562,"Speeches","George W. Bush",2001-02-27
"872",111552563,"Speeches","George W. Bush",2001-02-27
"873",111552564,"Speeches","George W. Bush",2001-02-27
"874",111552565,"Speeches","George W. Bush",2001-02-27
"875",111552566,"Speeches","George W. Bush",2001-02-27
"876",111552567,"Speeches","George W. Bush",2001-02-27
"877",111552568,"Speeches","George W. Bush",2001-02-27
"878",111552569,"Speeches","George W. Bush",2001-02-27
"879",111552570,"Speeches","George W. Bush",2001-02-27
"880",111552571,"Speeches","George W. Bush",2001-02-27
"881",111552572,"Speeches","George W. Bush",2001-02-27
"882",111552573,"Speeches","George W. Bush",2001-02-27
"883",111552574,"Speeches","George W. Bush",2001-02-27
"884",111552575,"Speeches","George W. Bush",2001-02-27
"885",111552576,"Speeches","George W. Bush",2001-02-27
"886",111552577,"Speeches","George W. Bush",2001-02-27
"887",111552578,"Speeches","George W. Bush",2001-02-27
"888",111552579,"Speeches","George W. Bush",2001-02-27
"889",111552580,"Speeches","George W. Bush",2001-02-27
"890",111552581,"Speeches","George W. Bush",2001-02-27
"891",111552582,"Speeches","George W. Bush",2001-02-27
"892",111552583,"Speeches","George W. Bush",2001-02-27
"893",111552584,"Speeches","George W. Bush",2001-02-27
"894",111552585,"Speeches","George W. Bush",2001-02-27
"895",111552586,"Speeches","George W. Bush",2001-02-27
"896",111552587,"Speeches","George W. Bush",2001-02-27
"897",111552588,"Speeches","George W. Bush",2001-02-27
"898",111552589,"Speeches","George W. Bush",2001-02-27
"899",111552590,"Speeches","George W. Bush",2001-02-27
"900",111552591,"Speeches","George W. Bush",2001-02-27
"901",111552592,"Speeches","George W. Bush",2001-02-27
"902",111552593,"Speeches","George W. Bush",2001-02-27
"903",111552594,"Speeches","George W. Bush",2001-02-27
"904",111552595,"Speeches","George W. Bush",2001-02-27
"905",111552596,"Speeches","George W. Bush",2001-02-27
"906",111552597,"Speeches","George W. Bush",2001-02-27
"907",111552598,"Speeches","George W. Bush",2001-02-27
"908",111552599,"Speeches","George W. Bush",2001-02-27
"909",111552600,"Speeches","George W. Bush",2001-02-27
"910",111552601,"Speeches","George W. Bush",2001-02-27
"911",111552602,"Speeches","George W. Bush",2002-01-29
"912",111552603,"Speeches","George W. Bush",2002-01-29
"913",111552604,"Speeches","George W. Bush",2002-01-29
"914",111552605,"Speeches","George W. Bush",2002-01-29
"915",111552606,"Speeches","George W. Bush",2002-01-29
"916",111552607,"Speeches","George W. Bush",2002-01-29
"917",111552608,"Speeches","George W. Bush",2002-01-29
"918",111552609,"Speeches","George W. Bush",2002-01-29
"919",111552610,"Speeches","George W. Bush",2002-01-29
"920",111552611,"Speeches","George W. Bush",2002-01-29
"921",111552612,"Speeches","George W. Bush",2002-01-29
"922",111552613,"Speeches","George W. Bush",2002-01-29
"923",111552614,"Speeches","George W. Bush",2002-01-29
"924",111552615,"Speeches","George W. Bush",2002-01-29
"925",111552616,"Speeches","George W. Bush",2002-01-29
"926",111552617,"Speeches","George W. Bush",2002-01-29
"927",111552618,"Speeches","George W. Bush",2002-01-29
"928",111552619,"Speeches","George W. Bush",2002-01-29
"929",111552620,"Speeches","George W. Bush",2002-01-29
"930",111552621,"Speeches","George W. Bush",2002-01-29
"931",111552622,"Speeches","George W. Bush",2002-01-29
"932",111552623,"Speeches","George W. Bush",2002-01-29
"933",111552624,"Speeches","George W. Bush",2002-01-29
"934",111552625,"Speeches","George W. Bush",2002-01-29
"935",111552626,"Speeches","George W. Bush",2002-01-29
"936",111552627,"Speeches","George W. Bush",2002-01-29
"937",111552628,"Speeches","George W. Bush",2002-01-29
"938",111552629,"Speeches","George W. Bush",2002-01-29
"939",111552630,"Speeches","George W. Bush",2002-01-29
"940",111552631,"Speeches","George W. Bush",2002-01-29
"941",111552632,"Speeches","George W. Bush",2002-01-29
"942",111552633,"Speeches","George W. Bush",2002-01-29
"943",111552634,"Speeches","George W. Bush",2002-01-29
"944",111552635,"Speeches","George W. Bush",2002-01-29
"945",111552636,"Speeches","George W. Bush",2002-01-29
"946",111552637,"Speeches","George W. Bush",2002-01-29
"947",111552638,"Speeches","George W. Bush",2002-01-29
"948",111552639,"Speeches","George W. Bush",2002-01-29
"949",111552640,"Speeches","George W. Bush",2002-01-29
"950",111552641,"Speeches","George W. Bush",2002-01-29
"951",111552642,"Speeches","George W. Bush",2002-01-29
"952",111552643,"Speeches","George W. Bush",2002-01-29
"953",111552644,"Speeches","George W. Bush",2002-01-29
"954",111552645,"Speeches","George W. Bush",2002-01-29
"955",111552646,"Speeches","George W. Bush",2002-01-29
"956",111552647,"Speeches","George W. Bush",2002-01-29
"957",111552648,"Speeches","George W. Bush",2002-01-29
"958",111552649,"Speeches","George W. Bush",2002-01-29
"959",111552650,"Speeches","George W. Bush",2002-01-29
"960",111552651,"Speeches","George W. Bush",2002-01-29
"961",111552652,"Speeches","George W. Bush",2002-01-29
"962",111552653,"Speeches","George W. Bush",2002-01-29
"963",111552654,"Speeches","George W. Bush",2002-01-29
"964",111552655,"Speeches","George W. Bush",2003-01-28
"965",111552656,"Speeches","George W. Bush",2003-01-28
"966",111552657,"Speeches","George W. Bush",2003-01-28
"967",111552658,"Speeches","George W. Bush",2003-01-28
"968",111552659,"Speeches","George W. Bush",2003-01-28
"969",111552660,"Speeches","George W. Bush",2003-01-28
"970",111552661,"Speeches","George W. Bush",2003-01-28
"971",111552662,"Speeches","George W. Bush",2003-01-28
"972",111552663,"Speeches","George W. Bush",2003-01-28
"973",111552664,"Speeches","George W. Bush",2003-01-28
"974",111552665,"Speeches","George W. Bush",2003-01-28
"975",111552666,"Speeches","George W. Bush",2003-01-28
"976",111552667,"Speeches","George W. Bush",2003-01-28
"977",111552668,"Speeches","George W. Bush",2003-01-28
"978",111552669,"Speeches","George W. Bush",2003-01-28
"979",111552670,"Speeches","George W. Bush",2003-01-28
"980",111552671,"Speeches","George W. Bush",2003-01-28
"981",111552672,"Speeches","George W. Bush",2003-01-28
"982",111552673,"Speeches","George W. Bush",2003-01-28
"983",111552674,"Speeches","George W. Bush",2003-01-28
"984",111552675,"Speeches","George W. Bush",2003-01-28
"985",111552676,"Speeches","George W. Bush",2003-01-28
"986",111552677,"Speeches","George W. Bush",2003-01-28
"987",111552678,"Speeches","George W. Bush",2003-01-28
"988",111552679,"Speeches","George W. Bush",2003-01-28
"989",111552680,"Speeches","George W. Bush",2003-01-28
"990",111552681,"Speeches","George W. Bush",2003-01-28
"991",111552682,"Speeches","George W. Bush",2003-01-28
"992",111552683,"Speeches","George W. Bush",2003-01-28
"993",111552684,"Speeches","George W. Bush",2003-01-28
"994",111552685,"Speeches","George W. Bush",2003-01-28
"995",111552686,"Speeches","George W. Bush",2003-01-28
"996",111552687,"Speeches","George W. Bush",2003-01-28
"997",111552688,"Speeches","George W. Bush",2003-01-28
"998",111552689,"Speeches","George W. Bush",2003-01-28
"999",111552690,"Speeches","George W. Bush",2003-01-28
"1000",111552691,"Speeches","George W. Bush",2003-01-28
"1001",111552692,"Speeches","George W. Bush",2003-01-28
"1002",111552693,"Speeches","George W. Bush",2003-01-28
"1003",111552694,"Speeches","George W. Bush",2003-01-28
"1004",111552695,"Speeches","George W. Bush",2003-01-28
"1005",111552696,"Speeches","George W. Bush",2003-01-28
"1006",111552697,"Speeches","George W. Bush",2003-01-28
"1007",111552698,"Speeches","George W. Bush",2003-01-28
"1008",111552699,"Speeches","George W. Bush",2003-01-28
"1009",111552700,"Speeches","George W. Bush",2003-01-28
"1010",111552701,"Speeches","George W. Bush",2003-01-28
"1011",111552702,"Speeches","George W. Bush",2003-01-28
"1012",111552703,"Speeches","George W. Bush",2003-01-28
"1013",111552704,"Speeches","George W. Bush",2003-01-28
"1014",111552705,"Speeches","George W. Bush",2003-01-28
"1015",111552706,"Speeches","George W. Bush",2003-01-28
"1016",111552707,"Speeches","George W. Bush",2003-01-28
"1017",111552708,"Speeches","George W. Bush",2003-01-28
"1018",111552709,"Speeches","George W. Bush",2003-01-28
"1019",111552710,"Speeches","George W. Bush",2003-01-28
"1020",111552711,"Speeches","George W. Bush",2003-01-28
"1021",111552712,"Speeches","George W. Bush",2003-01-28
"1022",111552713,"Speeches","George W. Bush",2003-01-28
"1023",111552714,"Speeches","George W. Bush",2003-01-28
"1024",111552715,"Speeches","George W. Bush",2003-01-28
"1025",111552716,"Speeches","George W. Bush",2003-01-28
"1026",111552717,"Speeches","George W. Bush",2003-01-28
"1027",111552718,"Speeches","George W. Bush",2003-01-28
"1028",111552719,"Speeches","George W. Bush",2003-01-28
"1029",111552720,"Speeches","George W. Bush",2003-01-28
"1030",111552721,"Speeches","George W. Bush",2003-01-28
"1031",111552722,"Speeches","George W. Bush",2003-01-28
"1032",111552723,"Speeches","George W. Bush",2003-01-28
"1033",111552724,"Speeches","George W. Bush",2003-01-28
